name	label
金花远志	1
云南金莲花	1
串铃草	1
腺木叶蛇根草	1
剪棒草	1
伞花树萝卜	1
启无蹄盖蕨	1
云南柊叶	0
刺柄碗蕨	1
朝鲜老鹳草	1
新疆野苹果	0
南毛蒿	0
两面刺	0
拟篦齿马先蒿	1
小孢钱苔	1
黑三棱	0
双槽石斛	1
宽唇盆距兰	1
隆林关木通	1
长果报春	1
察隅矮柳	0
茵垫黄芪	0
北方拉拉藤	0
丹霞螺序草	1
柄叶飞蓬	1
苞茅	0
沼生水苏	0
毛叶黑桫椤	0
大果酒饼簕	1
灰蓝柳	0
奇异碱蓬	0
帕米尔葶苈	0
林地青藓	0
双褶贝母兰	1
番茄	0
水丝梨	1
苍绿绢蒿	1
无齿卷叶藓	1
红花合头菊	0
栗轴凤尾蕨	1
金茅	1
柞木	0
大节刚竹	1
云贵紫柄蕨	0
刺田菁	0
怀集报春苣苔	1
细枝绣球	1
疣叶刺柄藓	0
锥序千斤拔	1
灰果蒲公英	0
吉贝	0
玫花珠子木	1
天水风毛菊	1
海南胶核木	0
南川卫矛	1
云南八角莲	1
白花蓼	0
小刀豆	1
欧洲刺柏	0
团花驼舌草	1
倒卵叶树萝卜	1
瑶山毛药花	0
弯尖杜鹃	1
苣叶秃疮花	0
四棱飘拂草	0
瓦氏花萼苔	0
丛生扇叶芥	1
瘤菅	1
台湾枇杷	0
蛇荚黄芪	1
北缅南星	1
分离耳蕨	1
拟白发藓	1
勐腊核果茶	0
长柄通泉草	0
鳞稃雀麦	1
秦岭蟹甲草	1
鄂西蒲儿根	0
尖齿臭茉莉	1
康定獐牙菜	1
合苞铁线莲	1
吊罗裸实	0
芹叶龙眼独活	1
九龙盘	1
景天叶龙胆	1
亚灰羽藓	1
雄穗楼梯草	1
白鳞薹草	1
汇生瓦韦	0
枳	0
菲律宾线柱兰	1
匍匐杜鹃	1
阿尔泰黄芪	0
菱叶腹水草	1
宁夏蝇子草	1
穗序大黄	0
铁冬青	1
田菁	0
广西赛爵床	1
枝毛野牡丹	0
岸生泥炭藓	1
西藏石杉	0
越南谷精草	0
耳叶鸡屎藤	1
细齿乌饭	1
真齿无心菜	1
膜萼茄	0
中甸乌头	1
山榄	0
日本商陆	0
菝葜	0
绿花琉璃草	1
棕色疣胞苔	0
马衔山黄芪	0
疏毛荷包蕨	1
毛果泽兰	0
蓝刺鹤虱	1
天等报春苣苔	1
裂萼蔓龙胆	1
大花线柱兰	1
虎须娃儿藤	1
假人参	1
大叶异木患	0
长喙毛茛泽泻	1
小蓬竹	0
拉萨蔓黄芪	0
繁缕	0
胡氏龙胆	1
叶轴香豌豆	0
中华金星蕨	1
腺粒委陵菜	0
山紫锤草	1
西藏脬囊草	1
银木	0
西伯利亚接骨木	1
荨麻叶玄参	0
白点兰	0
贵州凤仙花	1
铁木	1
宽苞乌头	1
大花茄	0
南山黄芪	0
红花变豆菜	0
里海阿魏	0
海滨柳穿鱼	1
三叶鹿药	0
尖叶眼子菜	1
鸟头荠	1
毛萼香薷	0
连城报春苣苔	1
日本辛夷	0
罗浮锥	1
碱韭	0
日本散血丹	0
美山姜	0
锈毛铁线莲	1
网脉守宫木	1
根叶漆姑草	1
小金黄芪	1
总序报春	1
亚东嵩草	0
红花蕊木	0
奋起湖冷水花	0
夜香牛	1
柔软马尾杉	1
达乌里风毛菊	1
长根假毛蕨	0
里白	0
细果长蒴苣苔	0
长唇对叶兰	1
亮叶芹	0
密腺羽节蕨	1
大海黄堇	0
扭瓦韦	0
碟果虫实	1
灯笼细辛	1
黑麦状雀麦	1
山黄麻	0
铁杆蔷薇	1
吉野鼠李	1
滇蕨藓	0
细齿稠李	1
钻叶龙胆	1
绵毛鬼吹箫	1
鄂西玉山竹	0
欧活血丹	0
丽江糙苏	0
渐狭楼梯草	1
陕西铁线莲	1
短序隔距兰	0
圆锥丝瓣芹	1
长药花	0
江苏薹草	0
短羽蛾眉蕨	1
隆林梭罗树	1
海南五层龙	1
苞护豆	0
丰管马先蒿	1
日本山黧豆	0
细叶湿鼠曲草	1
鼠曲草	1
绒毛膜叶铁角蕨	1
美丽含笑	1
胀果棘豆	0
野黄桂	0
毛萼鞘蕊花	1
梅氏凤仙花	1
突脉金丝桃	1
红原薹草	1
胖大海	1
恒春皂荚	0
小花蜘蛛抱蛋	1
朝天罐	1
高山谷精草	0
抽筒竹	1
方鼎木	1
二色补血草	0
环青冈	0
山东银莲花	0
少花肺筋草	1
灰背清风藤	0
深紫楼梯草	1
直立婆婆纳	1
薄叶猴耳环	1
异颖三芒草	0
江边刺葵	0
多脉柃	1
直叶曲柄藓	0
威信小檗	0
玫花豆腐柴	1
西藏崖爬藤	1
光茎水龙骨	1
台湾角苔	1
芽生虎耳草	1
拐轴鸦葱	1
华丽马先蒿	1
长花枝杜若	0
长枝紫萼藓	0
毛小叶垫柳	0
褐花鹿药	0
裂冠紫堇	1
小花车前	1
天山蓟	0
大叶山扁豆	0
大花荆芥	0
长序当归	1
黄毛蕨麻	0
亚光姬蕨	1
垫状驼绒藜	1
定安榕	0
天麻	1
细枝藓	0
假西南复叶耳蕨	1
团叶毛茛	0
鄂西香茶菜	0
团伞女蒿	1
银背委陵菜	0
盈江守宫木	1
扁翅无心菜	1
南川过路黄	0
长距挖耳草	1
东方古柯	0
白点天麻	1
旱生南星	1
裂萼草莓	0
铺地马先蒿	1
出水水菜花	0
罗甸秋海棠	0
格氏苔	1
水黄皮	0
刺石竹	1
棉头风毛菊	1
云南假鹰爪	1
光亮杜鹃	1
毛叶茯蕨	0
小伞报春	1
糠秕马先蒿	1
苔藓林石杉	0
博白报春苣苔	1
大根槽舌兰	1
雅江翠雀花	1
坛丝韭	1
大叶牛奶菜	1
柔软耳蕨	1
紫茎	0
楚雄安息香	1
天全凤仙花	1
海南沼兰	0
华山前胡	0
柳羽鳞毛蕨	1
滇藏悬钩子	1
长叶酸模	0
准噶尔铁线莲	1
小叶猕猴桃	1
喜马拉雅蝇子草	1
唐古拉翠雀花	1
灰株薹草	0
少花山小橘	0
云南油杉	0
彩虹卷柏	0
秦岭香科科	0
露珠草	1
海南玉叶金花	1
云南薹草	0
东亚指叶苔	1
曲枝委陵菜	0
耳叶柃	1
龙州恋岩花	1
阿月浑子	1
长花肖菝葜	0
沙针	1
黄棉木	0
碎叶鳞始蕨	1
冬青叶桂樱	0
大叶双盖蕨	0
全缘泉七	0
纤细黄鹌菜	1
黔桂冬青	0
贵州地宝兰	1
匐枝长喙藓	1
耳海荸荠	1
错那多榔菊	0
林下凸轴蕨	1
大花茅根	0
栗鳞贝母兰	1
广州山柑	0
平叶苔	0
少叶龙胆	1
灰背老鹳草	1
大鼻凤仙花	1
羽衣草	1
皱叶雀梅藤	1
巩留黄芪	0
雪白睡莲	1
密毛锦香草	1
盾柱榄	1
粉叶野桐	0
长叶大戟	1
金佛铁线莲	1
漕涧重楼	1
滇南红厚壳	0
糯米团	1
银灰毛豆	0
四川嵩草	0
膜叶卷柏	0
台湾芦竹	0
紫雀花	1
灰胡杨	0
印西耳蕨	1
宝华玉兰	1
澜沧囊瓣芹	1
喀什彩花	0
喙裂瓜	1
雀斑党参	1
长尾叶当归	0
东京鳞毛蕨	1
刺边小金发藓	1
秀丽百合	1
腺叶杜茎山	0
海南远志	1
毒豆	0
四叶杉叶藻	0
栗色巴戟	0
十字形黄芪	0
光莓草	0
新裂瓜	0
东方网藓	0
臭椿	0
广西盾翅藤	1
矮粉背蕨	0
水蕹	0
姬蕨	1
四齿芥	1
疣果豆蔻	0
密丛薹草	0
巴马秋海棠	0
德钦凤仙花	1
突尖紫堇	0
折瓣雪山报春	1
长足兰	1
小盐芥	0
齿缘泽藓	1
台湾假糙苏	0
俯垂臭草	0
窄叶蓝盆花	0
粗齿梭罗树	1
山西棘豆	0
假海桐	0
腺毛阴行草	0
长鞘菹草	1
八齿碎米藓	1
金黄还阳参	1
戟叶艾纳香	1
尼泊尔蝇子草	1
阔蕊兰	0
褐脉楼梯草	1
宝兴龙胆	1
山尖子	1
蒙古白头翁	1
杯冠木	1
髯毛缬草	1
矮洼瓣花	0
毛核木	0
光叶报春苣苔	1
屏边玉叶金花	1
绒毛马先蒿	1
绢毛风筝果	1
矮细叶苔	0
钝叶瓦松	1
骆驼蒿	1
掌叶石蚕	1
双沟卷柏	0
短序琼楠	1
柳叶蝇子草	1
多毛茜草树	0
中印铁线莲	1
小花金挖耳	1
山铜材	1
长梗石蝴蝶	1
恭城凤仙花	1
草胡椒	0
穿心藤	1
裸果耳蕨	1
芦山沿阶草	0
污色蝇子草	1
环根芹	0
华中拟乌蔹莓	0
肉花雪胆	1
琼豆	1
钝叶黄芪	0
秋笐子梢	0
吉尔吉斯岩黄芪	0
长萼鹿蹄草	1
粗齿委陵菜	1
长角豆	1
变化蒲公英	0
铁皮石斛	1
分枝麻花头	1
椒红果栒子	0
河口毛蕨	0
小缬草	0
狭序唐松草	0
多变蹄盖蕨	1
合睫藓	1
日本粗叶木	0
波缘鸭跖草	1
土克曼棘豆	0
吊灯扶桑	1
丈野古草	0
岚皋鹅耳枥	1
鳞果星蕨	1
狭果蝇子草	1
台湾风毛菊	1
骤尖楼梯草	1
贝母兰	1
孪叶豆	0
河套大黄	0
两广猕猴桃	1
兜蕊兰	1
砂地石灰藓	0
多油胞角鳞苔	1
永福半蒴苣苔	1
贡山假升麻	0
刺盖草	0
困惑蒲公英	1
凯里紫堇	0
广西杯冠藤	1
长柄辐冠参	1
滇魔芋	1
短梗酸藤子	0
城口小檗	0
江浙狗舌草	1
多依	1
尖叶榕	0
松毛翠	0
莲座通泉草	0
密花虾脊兰	1
短尾铁线莲	1
二色肉果兰	0
尖片蛾眉蕨	0
尖唇叉柱兰	1
萸叶五加	0
长叶远志	1
鸡峰山黄芪	0
闭花天麻	1
岗柃	0
方氏报春苣苔	1
山荆子	0
狭叶鳞毛蕨	1
毛琼豆	1
龙果	1
川黔肠蕨	1
短花珍珠菜	1
细梗香草	0
小慈姑	1
黄毛蒿	0
短穗竹茎兰	0
天台鹅耳枥	1
阳际峰马铃苣苔	1
崖州猪屎豆	1
景洪秋海棠	0
沟叶薹草	0
华中桑寄生	0
长羽蕨	1
显异薹草	0
太白柴胡	0
镰稃草	1
西南泡花树	0
黔阳杜鹃	1
矢镞叶蟹甲草	1
马熊沟虎耳草	1
小玉竹	1
暖地网藓	0
刺苞蓟	0
缅甸紫金龙	1
柬埔寨龙血树	1
广西吊石苣苔	1
天竺桂	0
清风藤	1
刺毛糙苏	0
哈密棘豆	0
少斑姜	0
尖被万寿竹	1
念珠齿缀草	1
若尔盖马先蒿	1
三岛原始观音座莲	1
上树蜈蚣	1
三叶罗伞	1
重羽菊	1
宽片翠雀花	1
长白鹿蹄草	1
大托叶猪屎豆	1
银灰杨	0
岭南杜鹃	1
金钩如意草	1
粗秆雀稗	1
清水金丝桃	1
金平毛柱杜鹃	1
疏花山梅花	0
海南耳草	1
无毛金腰	1
罗浮梭罗树	1
黎氏管口苔	1
长毛秋海棠	0
拟川西翠雀花	1
假多色马先蒿	1
卷花丹	0
南洋假脉蕨	1
苍白秤钩风	1
掌叶报春	1
红花鸢尾	1
绿春崖角藤	1
总序蓟	0
川藻	0
肉药兰	0
东亚附干藓	0
屏东卷瓣兰	0
万花山小檗	0
倒心叶珊瑚	1
无毛蟹甲草	1
锥花莸	1
黄花刺参	0
野芝麻	0
长须阔蕊兰	1
华西凤尾蕨	1
豹纹虎耳草	1
大叶南苏	0
董棕	0
毛叶翠雀花	1
裸茎瓶尔小草	0
杯花韭	1
皱叶木灵藓	0
丝叶眼子菜	1
阔叶管口苔	1
尖顶耳蕨	1
西藏多榔菊	0
准噶尔红景天	1
希陶薹草	1
球花马先蒿	1
卷叶丛本藓	0
毛瓣金花茶	1
绥江凤仙花	1
西伯利亚羊茅	0
牛毛藓	1
起绒草	0
细裂蝇子草	1
瑶山荚蒾	0
绵头奇蒿	1
版纳玉凤花	1
茸毛木蓝	0
狭翅兔儿风	1
城口盆距兰	0
垂果亚麻	0
纤细轮环藤	1
纤柄报春	1
窄叶薹草	0
秃疮花	0
针刺悬钩子	1
紫斑大戟	1
长柔毛野豌豆	0
小山飘风	1
大花婆婆纳	1
中国叉瀑草	1
阿拉善独行菜	1
鬣刺	1
单叶石仙桃	1
台湾茶藨子	0
大叶梅花草	0
何首乌	1
薄片海桐	0
西藏点地梅	1
婴带菊	1
黄河虫实	1
酒药花醉鱼草	1
茸毛委陵菜	0
巴塘蝇子草	1
流苏虎耳草	1
西伯利亚卷柏	0
短芒拂子茅	1
平卧荆芥	0
狭裂翠雀花	1
纤细合叶苔	0
风轮菜	1
华木兰杜鹃	1
黔桂槭	0
扇叶垫柳	1
苹婆	1
香桂	0
苦竹	0
宿叶马先蒿	1
管花蒲公英	1
乳源榕	0
黎竹	0
毛茛	0
皱籽栝楼	0
黄脉九节	1
韦直启明豆	0
棱果海桐	0
苍山越橘	0
曲肋薄网藓	1
宜昌薹草	0
首冠藤	1
无毛条穗薹草	0
鄂西薹草	0
密叶决明	0
苍白象牙参	1
小叶地笋	0
大玉山竹	0
长梗雀儿豆	1
线叶无心菜	1
黄花肉叶荠	0
弯锥香茶菜	1
球兰	0
长柄樟	0
塔城棘豆	0
凌霄	1
密毛山梗菜	0
重庆石山苣苔	0
小苞沟酸浆	1
毛背雪莲	0
西南野古草	0
拟褐色合叶苔	0
全缘叶风毛菊	1
假刺苋	0
油杉寄生	0
粗茎苹兰	0
门源毛茛	0
盘龙七	1
密叶美喙藓	0
微序楼梯草	1
钝羽假瘤蕨	1
光刺兔唇花	1
三花槭	0
喙尖杜鹃	1
台湾木藓	0
川南蒿	0
桂圆菊	0
隐盘芹	0
粗毛掌叶树	1
景东翅子树	1
狭叶爵床	1
醉鱼草	1
小黑桫椤	0
牛筋草	1
钟帽藓	1
优异杜鹃	1
多对小叶蕨麻	0
假蒜芥	0
狭叶姜	0
细叶短柱茶	1
大叶赤榕	0
褐冠小苦荬	1
矮刺苏	0
青城山淫羊霍	1
台湾木蓝	0
假东风草	1
太白金腰	1
毛瓣石楠	0
凉山垂头菊	1
宝岛鸢尾兰	1
筐条菝葜	0
苞子草	0
管萼野丁香	1
藏南金钱豹	1
碎米花	1
大叶鼠尾草	1
独龙江空竹	0
藏南星	1
圆叶毛灯藓	1
代儿茶	1
弯茎龙胆	1
水竹	1
枇杷叶杜鹃	1
硬骨凌霄	1
库如措紫堇	0
丝梗扭柄花	0
滇西蛇皮果	1
小金黄鸭嘴草	1
四川草沙蚕	1
紫柄蕨	0
翼茎刺头菊	1
南川泽兰	0
会泽翠雀花	1
矮生绣线梅	1
多形带叶苔	0
南亚鞭苔	1
平坝马先蒿	1
长叶肋柱花	1
多蒴曲尾藓	1
大独脚金	1
匙叶雪山报春	1
海枣	0
云南高山苔	0
伏生野黍	0
银白杨	0
毛瓣油麻藤	0
高黎贡山杜鹃	1
绛珠石蝴蝶	1
西藏悬钩子	1
吉隆龙胆	1
甘南小檗	0
红冠紫菀	1
阔唇羊耳蒜	1
娇媚梅花草	1
亚东橐吾	0
尖尾箭竹	1
光叶忍冬	1
六花柿	0
油杉钝果寄生	1
高山卷耳	0
大血藤	1
陇蜀杜鹃	1
台湾盆距兰	0
棒穗薹草	1
扁茎薹草	0
梨叶冬青	0
莴笋花	0
东旺虎耳草	1
笔龙胆	1
浆果楝	0
缺齿蓑藓	1
假橐吾	0
定军山铁线莲	1
圆裂牡丹	0
弯梗紫堇	0
窄叶海桐	0
泥炭藓	1
圆苞紫菀	0
丛卷毛荆芥	0
极地藓	0
滇越木	0
密根多毛藓	0
细角管叶苔	1
四苞蛛毛苣苔	1
革叶山姜	0
紫花蒲公英	0
镇江白前	0
猪屎豆	1
大药赖草	0
黄三七	0
屏边蚊母树	1
大羽新月蕨	1
锡兰莲	1
狭叶卫矛	1
全针蔷薇	1
格尔木赖草	0
田野堇菜	0
延翅风毛菊	1
麻叶铁苋菜	1
香肉果	0
西畴卫矛	1
黑果飘拂草	0
大头兔儿风	1
渐尖早熟禾	0
怒江红山茶	0
薄叶水锦树	1
台湾凤尾蕨	1
滇四角柃	1
察隅厚喙菊	1
膜苞藁本	0
黑桦树	0
小荇菜	0
冕宁紫堇	0
嵩县岩蕨	0
全叶延胡索	0
锡金鼠尾草	1
节毛耳蕨	1
黄花小二仙草	1
线叶水马齿	1
糙毛黄鹌菜	1
海南山蓝	0
甜杨	0
广西密花树	0
黄花粉叶报春	1
贡嘎翠雀花	1
台岩紫菀	0
白辛树	0
滇东杜根藤	0
鞭柱唐松草	1
大花象牙参	1
青海当归	1
缺苞箭竹	1
承德勿忘草	1
大果勾儿茶	1
凹瓣梅花草	0
截裂翅子树	1
云南枸杞	0
球序绢蒿	1
黄色细鳞苔	1
色达黄芪	0
云南链齿藓	1
云南藤黄	0
钓鱼岛金丝桃	1
碱地风毛菊	1
粗茎凤仙花	1
翅果蓼	1
翠柏	0
港口马兜铃	1
滇东关木通	1
木泽兰	0
短舌紫菀	1
凤凰百合	1
新对生耳蕨	1
杜梨	0
苍术	0
江华大节竹	0
蒜	0
青海白马芥	1
阔瓣冠鳞苔	1
细芒羊茅	0
四脉金茅	1
木里凤仙花	1
珍珠花	1
贵州香花藤	0
古钩藤	1
单穗升麻	0
二萼丰花草	0
管花肉苁蓉	1
掌叶鱼藤	1
单穗鱼尾葵	1
斑皮鲫鱼藤	1
白背牛尾菜	1
单花景天	1
深紫续断	0
石山漆	0
牛角藓	1
小叶蹄盖蕨	1
齿瓣石豆兰	1
大苞凤仙花	1
黑水华羽芥	1
驴蹄草叶翠雀花	1
狭腔芹	1
双盖蕨	0
圆叶南蛇藤	1
高秆薹草	0
白枝柯	0
玉龙山谷精草	0
西归芹	0
墨脱锥药金牛	1
大萼珍珠花	1
反瓣山珊瑚	1
澜沧黄杉	0
斑叶兰	0
川滇茜草	0
上思青冈	0
吊罗蕗蕨	0
玉龙羽苔	1
粗齿报春苣苔	1
狭鳞双盖蕨	1
莱州崖角藤	1
光亮悬钩子	1
艳丽耳草	1
倒地铃	1
星毛柯	1
血苋	1
喀什霸王	1
本州耳叶苔	1
美观糙苏	0
绒毛槐	0
颈领木灵藓	1
大花双参	0
穆坪金粉蕨	1
尖叶悬钩子	1
野丁香	0
普兰无心菜	1
肉红杜鹃	1
布袋兰	1
鱼鳔槐	1
长果大头茶	1
毛连菜	0
尖叶假牛舌藓	1
阔边匐灯藓	1
交城附地菜	0
香石竹	0
黄麻叶扁担杆	1
山橘树	0
多枝杜鹃	1
小叶白点兰	0
无脉小檗	1
孟加拉蔊菜	0
树形针毛蕨	1
网藓	0
多脉紫云菜	1
滇南矮柱兰	1
甘川铁线莲	1
近掌脉鼠尾草	1
唐古拉薹草	0
绢毛大青	1
长叶水麻	0
矮前胡	0
散血丹	0
禾叶挖耳草	1
泰顺皿果草	1
地杨桃	0
钩柱毛茛	1
苍梧报春苣苔	1
圆丛红景天	1
铁梗报春	1
毛颖羊茅	0
桂火绳	1
山茴香	0
单蕊黄芪	0
千叶蕨麻	0
薄边毛灯藓	1
昆仑风毛菊	1
黄花泡叶杜鹃	1
微萼凤仙花	1
莲花池山龙眼	1
长刺山柑	0
新疆海罂粟	0
睡菜	1
小果黄芪	0
拟兰	0
菲律宾胡颓子	1
纤齿枸骨	1
蝎尾藓	1
长苞荆芥	0
鳞始蕨	1
闽浙马尾杉	1
长萼芒毛苣苔	0
黄芦木	0
康定石杉	0
海南鹤顶兰	1
螺瓣乌头	1
利川慈姑	1
球腺肿足蕨	1
臭味假柴龙树	0
耳叶蟹甲草	1
茶山凤仙花	1
曲轴海金沙	1
西藏针鳞苔	1
富宁油果樟	0
菱叶茴芹	0
火炬松	1
异伞滇藁本	1
龙迈青冈	0
广花耳草	1
假毛竹	0
海南海桑	0
草血竭	1
谷蓼	0
